title,release_date,rating_count,rating_avg,movieId,movieIdx 
b'The Last Detail',1973-12-11,10,4.40,3200,1233
b'Shall We Dance?',2004-10-15,3,4.00,4380,1684
b'Before Midnight',2013-04-05,3,4.00,100714,5919
b'Angst',1983-01-01,2,2.00,100306,5912
b'Scanners',1981-01-14,3,3.33,5853,2108
b'Saludos Amigos',1942-08-24,2,2.50,3611,1395
b'Identity Thief',2013-02-07,2,2.00,100390,5915
b'Beautiful Creatures',2013-02-13,2,2.50,100487,5916
b'A Coffee in Berlin',2012-07-03,1,5.00,100843,5920
b'Stand Up Guys',2012-12-14,1,3.00,100326,5913
b'Admission',2013-03-21,3,2.33,101612,5934
b'Olympus Has Fallen',2013-03-20,5,3.20,101362,5930
b'Coriolanus',2011-02-14,0,,101173,5927
b'The Croods',2013-03-15,4,3.50,101142,5926
b'Wadjda',2012-08-31,1,3.00,101070,5922
b'Stoker',2013-02-28,1,2.00,101088,5924
b'Batman: Mask of the Phantasm',1993-12-25,11,3.91,3213,1240
b'Sid and Nancy',1986-10-24,11,3.45,2348,842
b'The Incredible Burt Wonderstone',2013-03-14,3,3.33,101283,5928
b'Jack the Giant Slayer',2013-02-27,2,3.00,101025,5921
b'Spring Breakers',2013-01-24,3,3.33,101285,5929
b'G.I. Joe: Retaliation',2013-03-27,2,2.50,101076,5923
b'The Place Beyond the Pines',2013-03-14,5,4.00,101525,5932
b'The First Time',2012-10-19,3,2.33,101415,5931
b'Oz the Great and Powerful',2013-03-07,4,2.00,101112,5925
b'The Brass Teapot',2012-09-08,2,1.50,101529,5933
b'Vagabond',1985-12-04,1,4.00,3637,1408
b'Trance',2013-03-27,3,4.33,101741,5937
b'Oblivion',2013-04-10,15,3.53,101864,5938
b'Pain & Gain',2013-04-18,3,3.33,102033,5941
b'This Is the End',2013-06-12,13,3.92,102123,5942
"b""Mother's Day""",2010-09-23,1,1.00,101669,5935
b'The Magic of Belle Isle',2012-07-06,0,,101731,5936
b'42',2013-04-12,5,3.60,101895,5939
b'Iron Man 3',2013-04-18,22,3.73,102125,5943
b'American Gigolo',1980-02-08,11,3.18,3649,1411
b'The Sound of Music',1965-03-29,80,4.04,1035,358
"b""Who's Harry Crumb?""",1989-02-03,5,3.40,3387,1302
"b""Big Momma's House""",2000-05-31,8,2.00,3646,1410
b'Wolf Children',2012-07-21,2,4.00,101962,5940
b'Frances Ha',2013-05-17,4,4.00,102800,5959
b'Phenomenon',1996-07-05,0,,9294,2768
b'HOUBA! On the Trail of the Marsupilami',2012-04-03,0,,102207,5946
b'Epic',2013-05-15,2,3.50,102720,5955
b'Byzantium',2012-09-09,0,,102780,5957
b'Mud',2013-04-26,6,3.67,102194,5945
b'The Past',2013-05-17,2,3.00,102753,5956
b'Only God Forgives',2013-05-30,2,4.50,102684,5952
b'The Great Gatsby',2013-05-10,5,2.80,102407,5948
b'Ivan Vasilyevich Changes His Profession',1973-09-17,1,5.00,102666,5951
b'Dead Man Down',2013-03-08,1,1.00,102362,5947
b'Star Trek Into Darkness',2013-05-05,20,3.90,102445,5949
b'Fast & Furious 6',2013-05-21,3,3.67,102716,5954
b'The Internship',2013-06-07,4,3.00,102481,5950
b'The English Teacher',2013-05-16,1,2.00,102165,5944
b'Behind the Candelabra',2013-05-26,4,3.25,102819,5960
"b""What's Eating Gilbert Grape""",1993-12-17,89,3.85,337,120
b'The Broken Circle Breakdown',2012-10-09,1,1.00,102792,5958
b'The Best Offer',2013-01-01,4,4.25,103235,5970
b'Now You See Me',2013-05-29,10,3.30,102903,5962
b'Monsters University',2013-06-19,7,3.86,103141,5968
b'Pacific Rim',2013-07-11,16,3.25,103228,5969
b'The Cider House Rules',1999-12-17,40,3.35,3148,1212
b'The Bling Ring',2013-06-12,2,3.50,103137,5967
b'A Man Escaped',1956-11-11,1,4.00,8684,2667
b'Man of Steel',2013-06-12,11,3.27,103042,5965
b'The Kings of Summer',2013-01-19,3,3.67,103048,5966
b'World War Z',2013-06-20,16,2.94,103249,5971
b'The Ipcress File',1965-03-18,2,4.00,2983,1137
b'The Way Way Back',2013-06-06,6,4.00,102993,5964
b'Lovelace',2013-08-08,2,2.50,102905,5963
b'After Earth',2013-05-30,5,1.60,102880,5961
b'Elysium',2013-08-07,15,3.20,103253,5972
b'Fruitvale Station',2013-07-26,6,3.67,103624,5983
b'Romeo and Juliet',1968-04-02,13,3.54,3668,1415
b'The Guns of Navarone',1961-04-27,13,4.15,3654,1412
b'The Spectacular Now',2013-08-02,2,4.00,103539,5981
b'The Cabbage Soup',1981-12-02,0,,9317,2773
b'The Heat',2013-06-27,3,2.00,103372,5979
b'The Lifeguard',2013-08-30,2,1.50,103543,5982
b'Thief',1981-03-27,5,2.80,5867,2110
"b""The World's End""",2013-07-18,10,3.70,103341,5978
b'What Maisie Knew',2013-05-02,2,3.50,103279,5974
b'American Mary',2012-05-31,2,3.50,103299,5975
b'Despicable Me 2',2013-06-26,9,3.67,103335,5976
b'White House Down',2013-06-27,4,2.25,103339,5977
b'The Lone Ranger',2013-07-03,4,2.25,103384,5980
b'Southern Comfort',1981-09-21,2,2.50,5859,2109
b'R.I.P.D.',2013-07-18,3,1.67,103655,5984
b'Alan Partridge: Alpha Papa',2013-07-24,2,2.50,104078,5997
b'The Smurfs 2',2013-07-30,2,1.50,104076,5996
b'Justice League: The Flashpoint Paradox',2013-07-30,2,3.50,103659,5985
b'Man of Tai Chi',2013-07-04,1,2.00,104129,5998
b'Blue Jasmine',2013-08-01,2,4.00,103980,5993
b'RED 2',2013-07-18,5,3.40,103810,5991
b'The Conjuring',2013-07-18,4,3.00,103688,5986
b'2 Guns',2013-08-02,3,3.00,103883,5992
b'The Skulls',2000-03-31,11,2.73,3484,1352
b'Superman vs. The Elite',2012-06-12,1,4.00,103269,5973
"b""The Angels' Share""",2012-06-01,1,5.00,103747,5987
"b""We're the Millers""",2013-08-07,3,4.00,104211,5999
b'Grown Ups 2',2013-07-11,3,3.67,104218,6000
b'Percy Jackson: Sea of Monsters',2013-08-07,2,2.00,104074,5995
b'The Great Beauty',2013-05-21,2,3.50,103984,5994
b'Drinking Buddies',2013-08-23,2,3.00,103801,5990
b'Blazing Saddles',1974-02-07,62,4.10,3671,1416
b'The Wolverine',2013-07-23,6,3.17,103772,5989
b'Justice League: Crisis on Two Earths',2010-02-23,1,5.00,104419,6010
b'Riddick',2013-09-02,6,3.50,104243,6002
b'Help!',1965-07-29,12,3.67,2946,1120
b'Kick-Ass 2',2013-07-17,3,2.33,104241,6001
b'Planes',2013-08-09,1,3.00,104245,6003
b'Tidal Wave',2009-06-06,1,4.00,104590,6013
b'The Butler',2013-08-16,2,4.50,104337,6007
b'About Time',2013-09-04,15,4.27,104374,6009
b'In a World...',2013-08-09,1,4.00,104339,6008
b'The Lords of Salem',2012-09-10,1,5.00,104755,6014
b'The Mortal Instruments: City of Bones',2013-08-21,2,2.50,104312,6006
b'Jobs',2013-08-16,3,2.67,104303,6005
b'The Wind Rises',2013-07-20,4,4.50,104283,6004
"b""You're Next""",2011-09-10,1,4.00,104457,6012
b'Down Periscope',1996-03-01,27,3.07,135,47
b'Gravity',2013-10-03,29,4.03,104841,6015
b'The Family',2013-09-13,4,3.25,104925,6022
b'Eraserhead',1977-03-19,14,3.71,3676,1418
b'Suspicion',1941-11-14,5,3.80,2206,788
b'Rush',2013-09-02,11,4.64,104913,6021
b'The 7th Voyage of Sinbad',1958-12-05,8,4.13,3153,1214
"b""Prizzi's Honor""",1985-06-14,15,3.67,3685,1421
b'Prisoners',2013-09-18,10,3.50,104879,6018
b'Mac & Devin Go to High School',2012-07-03,0,,104859,6016
b'What If',2013-09-07,3,3.33,104863,6017
b'Short Term 12',2013-08-23,2,4.50,104944,6023
"b""Porky's""",1981-11-13,12,3.00,3688,1423
b'The Fabulous Baker Boys',1989-10-13,9,3.89,3684,1420
b'Out of the Furnace',2013-12-06,2,3.00,104881,6019
b'The To Do List',2013-07-24,2,3.00,105037,6024
b'The Counselor',2013-10-25,3,1.67,105755,6036
b'Mood Indigo',2013-01-10,2,4.50,105246,6028
b'Enough Said',2013-09-18,3,4.00,105211,6026
b'Captain Phillips',2013-10-10,10,4.40,105504,6032
b'Blue Is the Warmest Color',2013-10-09,2,5.00,105355,6030
b'Nebraska',2013-09-21,4,4.75,105197,6025
b'Don Jon',2013-09-12,7,3.57,105213,6027
b'The Congress',2013-07-03,2,5.00,105769,6037
"b""Porky's II: The Next Day""",1983-06-24,5,2.00,3689,1424
b'Machete Kills',2013-09-12,1,2.00,105585,6033
b'Filth',2013-09-23,2,4.00,105593,6034
b'Just Wright',2010-05-14,1,2.00,105715,6035
b'Cloudy with a Chance of Meatballs 2',2013-09-26,2,3.50,105468,6031
b'Roman Holiday',1953-08-26,14,2.93,804,281
b'Reality Bites',1994-02-18,34,3.15,372,138
b'Runner Runner',2013-09-24,1,2.00,105351,6029
b'Toy Story of Terror!',2013-10-16,2,4.50,106022,6044
b'All Is Lost',2013-08-23,2,3.50,105954,6039
b'Jackass Presents: Bad Grandpa',2013-10-22,2,3.00,106062,6045
b'Dallas Buyers Club',2013-11-01,21,4.10,106100,6047
"b""Ender's Game""",2013-10-24,13,3.69,106002,6041
b'Erased',2012-08-23,0,,106021,6043
b'12 Years a Slave',2013-10-18,13,3.92,105844,6038
b'Thor: The Dark World',2013-10-30,11,3.45,106072,6046
b'Piet\xc3\xa0',2012-09-05,1,3.00,106204,6048
b'Starman',1984-12-13,23,3.61,3699,1429
b'Beverly Hills Chihuahua 3: Viva la Fiesta!',2012-09-03,1,5.00,105965,6040
b'The Blue Umbrella',2013-02-12,1,5.00,106011,6042
b'The Running Man',1987-02-17,24,3.33,3698,1428
b'Fried Green Tomatoes',1991-12-27,8,3.38,1633,594
"b""Freddy's Dead: The Final Nightmare""",1991-09-05,3,2.33,1973,694
b'The Return of Jafar',1994-05-20,14,2.86,2092,740
b'Ida',2013-10-25,1,4.00,106452,6052
b'The Book Thief',2013-11-08,2,4.50,106441,6051
b'Last Vegas',2013-10-31,2,2.00,106330,6049
b'Philomena',2013-11-01,6,4.50,106438,6050
b'The Hunger Games: Catching Fire',2013-11-15,26,3.54,106487,6055
b'The Glass House',2001-09-14,1,3.00,4770,1815
b'Young Guns II',1990-08-01,14,2.86,1379,522
b'47 Ronin',2013-12-06,3,2.67,106491,6057
b'Manon of the Spring',1986-11-19,16,3.69,1132,395
b'The Hobbit: The Desolation of Smaug',2013-12-11,22,4.00,106489,6056
b'One Piece Film: Z',2012-12-15,1,4.00,106473,6054
b'Delivery Man',2013-10-10,2,3.50,106540,6058
b'One Piece: Strong World',2009-12-12,1,5.00,106471,6053
b'Her',2013-12-18,25,4.28,106920,6068
b'Inside Llewyn Davis',2013-10-13,9,4.00,106766,6061
b'Mandela: Long Walk to Freedom',2013-11-28,1,4.00,106839,6063
b'Evangelion: 3.0 You Can (Not) Redo',2012-11-17,3,3.00,106873,6065
b'The Wolf of Wall Street',2013-12-25,29,4.41,106782,6062
b'Mad Max',1979-04-12,35,3.91,3702,1431
b'The Secret Life of Walter Mitty',2013-12-18,8,3.38,106918,6067
b'American Hustle',2013-12-03,16,3.56,106916,6066
b'Frozen',2013-11-20,12,4.33,106696,6060
b'Grave Encounters 2',2012-10-12,1,3.00,106870,6064
b'Indecent Proposal',1993-04-07,6,3.67,4478,1724
b'Dark Passage',1947-09-05,2,4.00,7217,2458
b'Charlie Countryman',2013-02-09,1,2.00,106542,6059
b'Mad Max 2',1981-12-24,29,3.93,3703,1432
b'Mad Max Beyond Thunderdome',1985-06-29,19,3.42,3704,1433
b'Snowpiercer',2013-08-01,7,3.71,107406,6072
b'Wings',1927-08-12,2,4.50,1925,672
"b""The Emperor's Club""",2002-11-22,1,4.00,5873,2112
b'Amityville II: The Possession',1982-09-24,3,2.67,1326,499
b'Escape Plan',2013-10-09,9,3.56,107846,6079
b'Anchorman 2: The Legend Continues',2013-12-18,9,3.00,107348,6071
b'21 & Over',2013-03-01,1,3.00,107811,6078
b'Grudge Match',2013-12-25,1,2.00,107702,6075
b'Nine 1/2 Weeks',1986-02-09,10,3.10,3707,1436
b'Paranormal Activity: The Marked Ones',2014-01-01,1,3.00,107769,6076
b'Only Lovers Left Alive',2013-12-12,3,4.00,107771,6077
b'Lone Survivor',2013-12-24,4,3.75,107069,6069
b'Borgman',2013-05-13,2,5.00,107649,6074
b'Saving Mr. Banks',2013-11-29,9,3.67,107141,6070
"b'I, Frankenstein'",2014-01-22,1,1.00,108689,6088
b'Ride Along',2014-01-07,3,2.33,108156,6084
b'Better Living Through Chemistry',2014-03-14,1,2.00,108715,6089
b'Dragon Ball Z: Lord Slug',1991-03-19,2,3.00,107999,6082
b'Jack Ryan: Shadow Recruit',2014-01-15,3,2.67,108188,6085
b'Wonder Woman',2009-03-03,1,4.00,108795,6091
b'Hotel Chevalier',2007-09-03,1,4.00,108192,6087
b'Creepshow 2',1987-05-01,5,3.20,3017,1155
b'Divergent',2014-03-14,11,3.09,108190,6086
b'Enemy',2013-12-31,4,2.25,108729,6090
"b'Like Father, Like Son'",2013-09-28,1,5.00,107978,6081
b'Creepshow',1982-11-12,16,3.81,3016,1154
b'Friday After Next',2002-11-22,2,2.00,5874,2113
b'Dragon Ball: The Path to Power',1996-03-04,1,4.00,108090,6083
b'Date and Switch',2014-02-14,2,3.00,109183,6099
b'Knights of Badassdom',2013-01-21,2,3.50,109042,6096
b'Nymphomaniac: Vol. II',2013-12-25,5,4.40,108981,6095
b'Passion',2012-09-07,0,,109099,6097
b'The Zero Theorem',2013-09-20,4,2.00,109187,6100
b'Venus in Fur',2013-05-28,1,4.00,109161,6098
b'Sleepwalkers',1992-04-10,4,3.00,3709,1438
b'Dancer in the Dark',2000-06-30,24,4.00,3910,1512
b'The Art of the Steal',2013-09-20,2,2.50,108949,6094
b'About Last Night',2014-02-14,2,1.50,109372,6103
b'The Monuments Men',2014-01-24,4,3.00,108928,6092
b'Cold Comes the Night',2013-09-20,2,3.00,109295,6102
b'The Grand Budapest Hotel',2014-02-26,35,4.23,109374,6104
b'The Lego Movie',2014-02-06,13,4.23,108932,6093
b'Treasure Planet',2002-11-26,8,3.38,5882,2115
"b""Winter's Tale""",2014-02-13,1,2.00,109191,6101
b'Barefoot',2014-02-02,2,2.00,109853,6118
b'Cheap Thrills',2013-03-08,1,5.00,109742,6114
b'Battle of the Year',2013-09-21,0,,109417,6105
b'Evil Dead',2013-04-05,0,,109428,6106
b'Hit & Run',2012-08-22,40,2.73,109513,6109
b'I Want You',2012-06-22,1,1.00,109689,6112
b'Last Year at Marienbad',1961-05-25,4,3.50,7068,2412
b'Mr. Peabody & Sherman',2014-02-07,1,3.00,109846,6115
b'Under the Skin',2014-03-14,6,3.33,109848,6116
b'Interstellar',2014-11-05,45,4.42,109487,6108
b'That Awkward Moment',2014-01-29,2,2.50,109483,6107
b'The Silence of the Lambs',1991-02-14,4,3.00,274,99
b'Need for Speed',2014-03-12,4,3.00,109850,6117
b'Non-Stop',2014-02-26,6,3.83,109578,6110
b'300: Rise of an Empire',2014-03-05,5,2.40,109673,6111
b'Bad Words',2013-09-06,3,4.00,109895,6120
b'Veronica Mars',2014-03-13,3,3.33,109864,6119
b'Obvious Child',2014-06-06,1,3.00,109740,6113
b'Noah',2014-03-07,6,2.50,110127,6123
b'Captain America: The Winter Soldier',2014-03-20,17,4.29,110102,6121
b'Laurence Anyways',2012-05-18,0,,110160,6124
b'No',2012-08-07,0,,110398,6128
b'Starred Up',2014-03-21,1,3.00,110110,6122
b'A Pigeon Sat on a Branch Reflecting on Existence',2014-10-24,1,3.00,110390,6127
b'Draft Day',2014-04-11,1,3.00,110453,6130
b'Drug War',2012-11-15,1,4.00,110410,6129
b'Wetlands',2013-08-22,1,4.00,110348,6126
b'Rebecca',1940-03-23,110,4.07,223,78
b'The Innocents',1961-12-15,3,3.67,1076,369
b'The Raid 2',2014-03-27,3,4.00,110501,6131
b'The Protector 2',2013-10-23,1,2.00,110552,6132
b'Muppets Most Wanted',2014-03-20,1,3.00,110297,6125
b'The Amazing Spider-Man 2',2014-04-16,7,3.14,110553,6133
b'Neighbors',2014-05-08,4,3.25,111113,6146
b'Cold in July',2014-05-23,1,3.00,110611,6136
b'The Body',2012-12-21,0,,111083,6145
b'Adore',2013-04-03,0,,111190,6147
b'Transcendence',2014-04-16,9,2.33,110730,6139
b'The Other Woman',2014-04-16,3,3.00,110771,6140
b'Rio 2',2014-03-19,3,2.67,110655,6138
b'Lucy',2014-07-25,7,2.43,111360,6148
b'The Black Cauldron',1985-07-24,12,3.17,2033,714
b'Mulan II',2004-11-03,1,4.00,110781,6141
b'X-Men: Days of Future Past',2014-05-15,25,4.12,111362,6149
b'Oculus',2013-09-08,3,3.00,110591,6135
b'Witching & Bitching',2013-09-20,1,5.00,110645,6137
b'Brick Mansions',2014-04-22,1,2.00,110826,6142
b'The 100 Year-Old Man Who Climbed Out the Window and Disappeared',2013-12-25,1,5.00,110873,6143
b'Locke',2014-04-10,2,3.50,110882,6144
b'Fantastic Planet',1973-12-01,5,3.80,2495,927
b'Begin Again',2013-09-07,5,4.00,111622,6155
b'Diamonds Are Forever',1971-12-13,24,3.67,3984,1540
b'Soapdish',1991-05-31,12,3.50,3712,1439
b'Maleficent',2014-05-28,6,3.67,111659,6156
b'A Million Ways to Die in the West',2014-05-22,3,3.33,111743,6157
b'Blended',2014-05-21,3,2.33,111617,6154
b'Blue Ruin',2014-04-25,2,4.00,111384,6150
b'The Pact',2012-05-25,1,3.00,111440,6151
b'Million Dollar Arm',2014-05-09,3,2.67,111795,6160
b'The Fault in Our Stars',2014-05-16,6,4.00,111921,6161
b'Chef',2014-05-08,6,3.50,111443,6152
b'Mission: Impossible - Rogue Nation',2015-07-23,8,3.75,111781,6159
b'Edge of Tomorrow',2014-05-27,27,4.07,111759,6158
b'The Normal Heart',2014-05-25,3,4.00,111529,6153
b'The Hurricane',1999-09-17,22,3.73,3178,1225
b'22 Jump Street',2014-06-05,8,4.00,112138,6165
b'Boyhood',2014-06-05,7,3.71,112290,6171
"b""What's in a Name""",2012-04-25,0,,112198,6169
b'How to Train Your Dragon 2',2014-06-05,8,4.50,112175,6167
b'Stuck in Love',2013-06-14,1,5.00,111969,6162
b'The Texas Chainsaw Massacre 2',1986-08-22,5,3.40,2460,912
b'Rugrats in Paris: The Movie',2000-09-14,5,2.00,3990,1545
b'The Equalizer',2014-09-24,5,2.80,112171,6166
b'Frank',2014-05-02,3,4.33,112421,6174
b'Maps to the Stars',2014-05-21,2,3.00,112070,6164
b'Tangled Ever After',2012-01-13,1,2.00,112006,6163
b'Transformers: Age of Extinction',2014-06-25,7,2.71,112370,6173
b'Birdman or (The Unexpected Virtue of Ignorance)',2014-10-17,16,3.94,112183,6168
b'Think Like a Man Too',2014-06-20,1,2.00,112303,6172
b'The Purge: Anarchy',2014-07-17,4,2.25,112818,6189
b'Dawn of the Planet of the Apes',2014-06-26,9,3.78,112623,6182
b'Clown',2014-11-13,12,3.83,112454,6176
b'Premature',2014-07-02,1,4.00,112767,6186
b'Miss Violence',2013-09-09,2,2.50,112689,6184
b'I Origins',2014-07-18,2,3.00,112804,6188
b'And So It Goes',2014-07-17,1,2.00,112749,6185
b'Brother',1997-12-12,1,5.00,5888,2116
b'No One Lives',2013-03-09,1,3.00,112655,6183
b'The Glimmer Man',1996-10-04,3,2.67,1004,337
b'The Babadook',2014-05-22,7,4.14,112515,6179
b'Planes: Fire & Rescue',2014-07-17,2,2.50,112460,6177
b'Tammy',2014-07-02,1,1.00,112497,6178
b'Gone Girl',2014-10-01,25,3.84,112556,6181
b'They Came Together',2014-06-27,1,2.00,112450,6175
b'Whiplash',2014-10-10,28,4.11,112552,6180
b'Sex Tape',2014-07-17,2,1.50,112788,6187
b'Trouble in Paradise',1932-10-30,3,4.67,3739,1448
b'The Expendables 3',2014-08-07,1,4.00,112897,6191
b'The Trip to Italy',2014-04-24,2,4.00,113064,6193
b'Kiss Me Again',2010-01-29,2,3.50,40817,4235
b'The Sugarland Express',1974-04-05,5,3.60,3738,1447
b'The Fury',1978-03-10,4,3.50,3732,1444
b'Prince Avalanche',2013-02-13,1,3.00,113148,6195
b'Guardians of the Galaxy',2014-07-30,37,4.16,112852,6190
b'A Most Wanted Man',2014-07-25,2,2.50,112940,6192
b'The Gate',1987-04-21,3,4.00,2451,907
b'Berserk: The Golden Age Arc I - The Egg of the King',2012-02-03,1,5.00,113082,6194
b'Splash',1984-03-09,17,2.12,2619,983
b'Jupiter Ascending',2015-02-04,2,2.00,113345,6201
b'The Sacrament',2013-09-02,1,3.00,113565,6205
b'Big Trouble in Little China',1986-05-30,23,3.35,3740,1449
b'My First Time',2012-01-18,0,,113160,6196
b'Battleship Potemkin',1925-12-24,16,3.81,3742,1451
b'Sin City: A Dame to Kill For',2014-08-20,1,3.00,113573,6206
b'Coherence',2013-09-19,4,2.75,113741,6209
b'The Inbetweeners 2',2014-08-06,1,4.00,113532,6204
"b'Two Days, One Night'",2014-05-21,2,3.00,113705,6208
"b""Let's Be Cops""",2014-08-13,3,2.67,113453,6203
b'Housebound',2014-09-04,2,3.50,113252,6199
b'The Canal',2014-10-10,1,3.00,113640,6207
b'Magic in the Moonlight',2014-07-25,2,2.50,113225,6198
b'High Plains Drifter',1973-04-19,9,3.56,2921,1108
b'The Hundred-Foot Journey',2014-08-06,1,4.00,113275,6200
b'The Giver',2014-08-13,3,2.33,113378,6202
b'The Guardian',2006-09-28,45,3.07,4643,1772
b'The Drop',2014-09-12,3,3.67,114060,6215
b'Honeymoon',2014-09-12,1,3.00,114044,6214
b'Starship Troopers: Invasion',2012-07-21,0,,114478,6219
b'Laggies',2014-09-25,1,4.00,114265,6218
"b'As Above, So Below'",2014-08-14,1,3.00,113780,6210
b'Get on Up',2014-08-01,1,4.00,113207,6197
b'The Guest',2014-09-05,4,4.25,113862,6212
b'Seven Brides for Seven Brothers',1954-07-22,5,3.40,6785,2313
b'The Skeleton Twins',2014-06-05,5,3.40,114074,6216
b'The Boxtrolls',2014-09-10,1,5.00,114552,6220
b'The Maze Runner',2014-09-10,8,3.38,114180,6217
b'La Bamba',1987-07-24,12,3.42,3478,1347
b'The One I Love',2014-08-08,3,3.67,113829,6211
b'Pride',2014-09-12,3,4.33,114028,6213
b'Tusk',2014-09-19,2,3.50,114670,6224
b'American Sniper',2014-12-25,9,2.89,114662,6223
b'Predestination',2014-08-28,6,3.67,114935,6230
b'The Captive',2014-08-09,1,2.00,114925,6229
b'Cockneys vs Zombies',2012-08-31,0,,114606,6222
b'Boys and Girls',2000-06-16,3,4.00,3743,1452
b'Serpico',1973-12-18,28,4.14,3735,1445
b'Yellow Submarine',1968-07-17,22,3.86,2857,1073
b'Dracula Untold',2014-10-01,2,3.00,114795,6227
b'Two Night Stand',2014-09-26,1,2.00,114762,6226
b'This Is Where I Leave You',2014-09-10,2,3.00,114601,6221
b'Stretch',2014-10-14,1,3.00,114818,6228
b'Horns',2013-09-06,1,4.00,114707,6225
b'Days of Heaven',1978-09-13,6,4.00,2932,1113
b'The Salvation',2014-05-22,2,3.50,115216,6238
b'The Judge',2014-10-08,3,3.33,115170,6235
b'Let It Shine',2012-06-15,0,,114955,6231
b'A.C.O.D.',2013-10-03,4,3.25,115283,6240
b'Blue Lagoon: The Awakening',2012-06-16,0,,115290,6241
b'Paranoia',2013-08-14,8,3.88,115348,6242
b'The Book of Life',2014-10-01,3,3.00,115664,6246
b'Big Hero 6',2014-10-24,21,4.24,115617,6245
b'The Rewrite',2014-06-15,2,3.00,115502,6243
b'Nightcrawler',2014-10-23,13,4.15,115569,6244
b'The Best of Me',2014-10-15,1,4.00,115147,6233
b'Stitches',2012-05-19,8,3.88,115210,6237
b'The Flintstones',1994-05-26,39,2.28,355,129
b'The Tailor of Panama',2001-03-30,10,3.60,2575,966
b'John Wick',2014-10-22,10,3.70,115149,6234
b'St. Vincent',2014-10-09,2,4.00,115231,6239
b'What We Do in the Shadows',2014-06-19,6,4.00,115122,6232
b'Love Is Strange',2014-02-07,1,4.00,115174,6236
b'Time Lapse',2014-05-24,2,4.00,115680,6247
b'The Sweeney',2012-09-11,1,5.00,116613,6257
b'Life Partners',2014-12-05,2,3.00,116413,6254
b'Ex Machina',2015-01-21,26,4.12,115713,6248
"b""Cool Kids Don't Cry""",2012-02-15,13,2.54,115929,6250
b'Maggie Simpson in The Longest Daycare',2012-07-12,0,,116440,6255
b'9',2005-04-21,3,2.67,115881,6249
b'The Possession of Michael King',2014-08-14,1,2.00,116503,6256
b'Stonehearst Asylum',2014-10-23,2,4.00,116397,6253
b'Raw Deal',1986-06-06,11,3.73,2099,744
b'Foxcatcher',2014-11-14,3,2.67,116161,6252
b'The Imitation Game',2014-11-14,33,4.27,116797,6259
b'Paddington',2014-11-24,1,5.00,116149,6251
b'Inherent Vice',2014-12-12,3,2.67,116799,6260
b'Free Fall',2013-05-27,3,3.67,116660,6258
b'F/X2',1991-04-16,5,2.20,3764,1461
b'Dear White People',2014-10-17,1,3.00,117123,6270
b'The Way He Looks',2014-03-28,1,4.00,116855,6263
b'Chained',2012-10-02,2,3.50,116979,6267
b'Gangs of Wasseypur - Part 1',2012-06-22,0,,117691,6278
b'Beyond the Lights',2014-11-14,1,4.00,117456,6275
b'The Hunger Games: Mockingjay - Part 1',2014-11-19,10,3.10,116823,6262
b'Song of the Sea',2014-09-06,2,4.00,117444,6274
b'Doctor Who: The Time of the Doctor',2013-12-25,4,3.75,117192,6272
b'Dorothy Mills',2008-08-06,2,2.50,117121,6269
b'Cube Zero',2004-10-10,2,3.00,438,168
b'Raising Arizona',1987-03-01,12,3.25,378,142
b'The Theory of Everything',2014-11-26,12,3.83,117176,6271
b'Exodus: Gods and Kings',2014-12-03,2,1.50,116887,6264
b'Wild Tales',2014-08-21,3,5.00,116897,6265
b'Berberian Sound Studio',2012-08-30,1,5.00,116811,6261
b'Jurassic World',2015-06-06,9,3.56,117529,6276
b'Dumb and Dumber To',2014-11-12,4,3.00,116977,6266
b'Horrible Bosses 2',2014-11-26,2,3.50,117590,6277
b'The Water Diviner',2014-12-25,2,4.00,117871,6280
b'Maze Runner: The Scorch Trials',2015-09-09,3,3.33,117895,6281
b'The Voices',2014-01-19,1,4.00,118082,6282
b'The Hobbit: The Battle of the Five Armies',2014-12-10,10,3.20,118696,6289
b'Diana',2013-09-19,0,,118289,6283
b'The Suicide Shop',2012-09-26,0,,118293,6284
b'All That Jazz',1979-12-16,22,4.14,2971,1134
b'Road to Ninja: Naruto the Movie',2012-07-28,0,,118406,6286
b'Berserk: The Golden Age Arc II - The Battle for Doldrey',2012-06-23,0,,118412,6287
b'English Vinglish',2012-09-21,0,,118628,6288
b'The Asphalt Jungle',1950-05-12,8,3.88,3364,1297
b'A Bronx Tale',1993-09-14,24,3.79,428,164
b'Penguins of Madagascar',2014-11-22,1,2.00,117851,6279
b'Chicken Run',2000-06-21,99,3.57,3751,1454
b'Kill the Messenger',2014-10-09,2,2.50,118354,6285
b'Unbroken',2014-12-25,1,3.00,118702,6290
b'A Simple Plan',1998-12-11,31,3.81,2391,868
b'The Philadelphia Story',1940-12-05,1,1.00,981,332
b'Big Eyes',2014-12-24,2,3.50,118985,6297
b'A Girl Walks Home Alone at Night',2014-11-21,1,4.00,118880,6292
b'The Interview',2014-12-25,7,3.14,119141,6300
"b'Men, Women & Children'",2014-10-17,1,2.00,119068,6299
b'Top Five',2014-12-12,2,3.00,118924,6295
b'Into the Woods',2014-12-24,4,3.00,118997,6298
b'Bait',2012-09-05,1,3.00,118957,6296
b'Kingsman: The Secret Service',2015-01-24,13,4.00,119145,6301
b'Night at the Museum: Secret of the Tomb',2014-12-17,2,3.50,119155,6302
